# x y
1.808491114731387572e+00 4.514270388288301739e+00
1.925435068871065303e+00 3.431069442446125439e+00
2.937263551685791452e+00 4.636047350368832198e+00
3.490206792557995819e+00 4.292352043913782111e+00
3.724208637364960772e+00 7.193476141664531198e+00
5.495099402474886929e+00 8.139495903564933244e+00
5.702685927471917715e+00 9.656678017855401919e+00
6.078823105882885436e+00 1.084588440944870946e+01
6.509206216478072626e+00 8.668967647910168495e+00
6.602102968032049546e+00 1.138150837240630509e+01
6.607405091037340306e+00 9.419617596204446386e+00
6.893712246609357663e+00 1.193045441084780123e+01
7.021715840970293776e+00 1.331121022461802461e+01
7.300354500758392540e+00 1.365697385705669120e+01
7.558182768511276350e+00 1.180241979284299347e+01
8.670472800570157901e+00 1.342250833272407817e+01
8.693597485485124565e+00 1.520878028013358474e+01
8.747541733340835179e+00 1.360944024852767420e+01
9.315140783690802451e+00 1.451576930608563210e+01
9.555727519883385312e+00 1.560695788149529584e+01
